network,bin_infected,bin_source,count
1, 0, 2, 6016.0
1, 0, 3, 5072.0
1, 0, 4, 5393.0
1, 0, 5, 2857.0
1, 0, 6, 730.0
1, 0, 7, 3.0
1, 0, 8, 9.0
1, 1, 0, 3442.0
1, 1, 1, 12019.0
1, 1, 2, 5131.0
1, 1, 3, 6113.0
1, 1, 4, 7888.0
1, 1, 5, 10080.0
1, 1, 6, 4422.0
1, 1, 7, 567.0
1, 1, 8, 154.0
1, 2, 0, 5607.0
1, 2, 1, 8214.0
1, 2, 2, 12620.0
1, 2, 3, 11951.0
1, 2, 4, 5804.0
1, 2, 5, 4785.0
1, 2, 6, 5481.0
1, 2, 7, 2029.0
1, 2, 8, 656.0
1, 3, 0, 4663.0
1, 3, 1, 8865.0
1, 3, 2, 11979.0
1, 3, 3, 9862.0
1, 3, 4, 8460.0
1, 3, 5, 2379.0
1, 3, 6, 1377.0
1, 3, 7, 1528.0
1, 3, 8, 677.0
1, 4, 0, 5165.0
1, 4, 1, 12018.0
1, 4, 2, 5757.0
1, 4, 3, 8823.0
1, 4, 4, 9261.0
1, 4, 5, 9703.0
1, 4, 6, 2793.0
1, 4, 7, 1079.0
1, 4, 8, 822.0
1, 5, 0, 2907.0
1, 5, 1, 16284.0
1, 5, 2, 5071.0
1, 5, 3, 2563.0
1, 5, 4, 11882.0
1, 5, 5, 8285.0
1, 5, 6, 7091.0
1, 5, 7, 1434.0
1, 5, 8, 737.0
1, 6, 0, 741.0
1, 6, 1, 7631.0
1, 6, 2, 6305.0
1, 6, 3, 1658.0
1, 6, 4, 3224.0
1, 6, 5, 7101.0
1, 6, 6, 4477.0
1, 6, 7, 3952.0
1, 6, 8, 1008.0
1, 7, 0, 6.0
1, 7, 1, 831.0
1, 7, 2, 2640.0
1, 7, 3, 1965.0
1, 7, 4, 1325.0
1, 7, 5, 1649.0
1, 7, 6, 4132.0
1, 7, 7, 3099.0
1, 7, 8, 3761.0
1, 8, 0, 13.0
1, 8, 1, 266.0
1, 8, 2, 748.0
1, 8, 3, 763.0
1, 8, 4, 1029.0
1, 8, 5, 697.0
1, 8, 6, 906.0
1, 8, 7, 3837.0
1, 8, 8, 4169.0
2, 0, 0, 26363.0
2, 0, 1, 0.0
2, 0, 2, 722.0
2, 0, 3, 653.0
2, 0, 4, 704.0
2, 0, 5, 0.0
2, 0, 6, 0.0
2, 0, 7, 0.0
2, 0, 8, 0.0
2, 1, 0, 0.0
2, 1, 1, 106762.0
2, 1, 2, 1097.0
2, 1, 3, 1284.0
2, 1, 4, 1364.0
2, 1, 5, 0.0
2, 1, 6, 0.0
2, 1, 7, 0.0
2, 1, 8, 0.0
2, 2, 0, 339.0
2, 2, 1, 747.0
2, 2, 2, 24418.0
2, 2, 3, 23339.0
2, 2, 4, 25356.0
2, 2, 5, 259.0
2, 2, 6, 295.0
2, 2, 7, 113.0
2, 2, 8, 71.0
2, 3, 0, 277.0
2, 3, 1, 798.0
2, 3, 2, 23491.0
2, 3, 3, 24415.0
2, 3, 4, 26089.0
2, 3, 5, 339.0
2, 3, 6, 217.0
2, 3, 7, 100.0
2, 3, 8, 109.0
2, 4, 0, 300.0
2, 4, 1, 839.0
2, 4, 2, 24164.0
2, 4, 3, 24904.0
2, 4, 4, 26316.0
2, 4, 5, 292.0
2, 4, 6, 196.0
2, 4, 7, 136.0
2, 4, 8, 154.0
2, 5, 0, 0.0
2, 5, 1, 0.0
2, 5, 2, 335.0
2, 5, 3, 403.0
2, 5, 4, 384.0
2, 5, 5, 20809.0
2, 5, 6, 14615.0
2, 5, 7, 8644.0
2, 5, 8, 8015.0
2, 6, 0, 0.0
2, 6, 1, 0.0
2, 6, 2, 280.0
2, 6, 3, 274.0
2, 6, 4, 330.0
2, 6, 5, 16394.0
2, 6, 6, 11523.0
2, 6, 7, 7068.0
2, 6, 8, 5631.0
2, 7, 0, 0.0
2, 7, 1, 0.0
2, 7, 2, 177.0
2, 7, 3, 150.0
2, 7, 4, 218.0
2, 7, 5, 10724.0
2, 7, 6, 7829.0
2, 7, 7, 4918.0
2, 7, 8, 4158.0
2, 8, 0, 0.0
2, 8, 1, 0.0
2, 8, 2, 178.0
2, 8, 3, 151.0
2, 8, 4, 208.0
2, 8, 5, 10792.0
2, 8, 6, 6728.0
2, 8, 7, 4369.0
2, 8, 8, 3701.0
