network,bin_infected,bin_source,count
0, 0, 0, 2670.0
0, 0, 1, 4540.0
0, 0, 2, 4067.0
0, 0, 3, 3766.0
0, 0, 4, 4473.0
0, 0, 5, 4209.0
0, 0, 6, 2964.0
0, 0, 7, 1863.0
0, 0, 8, 1533.0
0, 1, 0, 4440.0
0, 1, 1, 7837.0
0, 1, 2, 6913.0
0, 1, 3, 6721.0
0, 1, 4, 7733.0
0, 1, 5, 7379.0
0, 1, 6, 4878.0
0, 1, 7, 3145.0
0, 1, 8, 2667.0
0, 2, 0, 9410.0
0, 2, 1, 16653.0
0, 2, 2, 14506.0
0, 2, 3, 14121.0
0, 2, 4, 16144.0
0, 2, 5, 15700.0
0, 2, 6, 10528.0
0, 2, 7, 6629.0
0, 2, 8, 5450.0
0, 3, 0, 9435.0
0, 3, 1, 16559.0
0, 3, 2, 14674.0
0, 3, 3, 13838.0
0, 3, 4, 15940.0
0, 3, 5, 15624.0
0, 3, 6, 10302.0
0, 3, 7, 6631.0
0, 3, 8, 5493.0
0, 4, 0, 9786.0
0, 4, 1, 16850.0
0, 4, 2, 15393.0
0, 4, 3, 14636.0
0, 4, 4, 16392.0
0, 4, 5, 16546.0
0, 4, 6, 10820.0
0, 4, 7, 7001.0
0, 4, 8, 5814.0
0, 5, 0, 8562.0
0, 5, 1, 15220.0
0, 5, 2, 13270.0
0, 5, 3, 12908.0
0, 5, 4, 14862.0
0, 5, 5, 14489.0
0, 5, 6, 9721.0
0, 5, 7, 6139.0
0, 5, 8, 5100.0
0, 6, 0, 6621.0
0, 6, 1, 11848.0
0, 6, 2, 10380.0
0, 6, 3, 10015.0
0, 6, 4, 11427.0
0, 6, 5, 11076.0
0, 6, 6, 7393.0
0, 6, 7, 4755.0
0, 6, 8, 3973.0
0, 7, 0, 4575.0
0, 7, 1, 7988.0
0, 7, 2, 7102.0
0, 7, 3, 6980.0
0, 7, 4, 7761.0
0, 7, 5, 7622.0
0, 7, 6, 5161.0
0, 7, 7, 3192.0
0, 7, 8, 2807.0
0, 8, 0, 4283.0
0, 8, 1, 7634.0
0, 8, 2, 6596.0
0, 8, 3, 6196.0
0, 8, 4, 7450.0
0, 8, 5, 7202.0
0, 8, 6, 4821.0
0, 8, 7, 3031.0
0, 8, 8, 2545.0
1, 0, 0, 6659.0
1, 0, 1, 7938.0
1, 0, 2, 8125.0
1, 0, 3, 6784.0
1, 0, 4, 7967.0
1, 0, 5, 5120.0
1, 0, 6, 941.0
1, 0, 7, 19.0
1, 0, 8, 15.0
1, 1, 0, 6959.0
1, 1, 1, 17448.0
1, 1, 2, 6901.0
1, 1, 3, 7424.0
1, 1, 4, 10379.0
1, 1, 5, 15844.0
1, 1, 6, 5791.0
1, 1, 7, 733.0
1, 1, 8, 260.0
1, 2, 0, 13957.0
1, 2, 1, 12914.0
1, 2, 2, 17801.0
1, 2, 3, 17455.0
1, 2, 4, 8630.0
1, 2, 5, 8593.0
1, 2, 6, 8841.0
1, 2, 7, 3090.0
1, 2, 8, 1191.0
1, 3, 0, 11531.0
1, 3, 1, 15079.0
1, 3, 2, 17767.0
1, 3, 3, 14592.0
1, 3, 4, 12963.0
1, 3, 5, 3946.0
1, 3, 6, 2567.0
1, 3, 7, 2695.0
1, 3, 8, 988.0
1, 4, 0, 11977.0
1, 4, 1, 19895.0
1, 4, 2, 8208.0
1, 4, 3, 12684.0
1, 4, 4, 13318.0
1, 4, 5, 17590.0
1, 4, 6, 4704.0
1, 4, 7, 1551.0
1, 4, 8, 1089.0
1, 5, 0, 7024.0
1, 5, 1, 24202.0
1, 5, 2, 7232.0
1, 5, 3, 3474.0
1, 5, 4, 16145.0
1, 5, 5, 14594.0
1, 5, 6, 11199.0
1, 5, 7, 2320.0
1, 5, 8, 1227.0
1, 6, 0, 1706.0
1, 6, 1, 10520.0
1, 6, 2, 8379.0
1, 6, 3, 2251.0
1, 6, 4, 4382.0
1, 6, 5, 11366.0
1, 6, 6, 6426.0
1, 6, 7, 6043.0
1, 6, 8, 1609.0
1, 7, 0, 9.0
1, 7, 1, 1394.0
1, 7, 2, 3054.0
1, 7, 3, 2473.0
1, 7, 4, 1836.0
1, 7, 5, 3317.0
1, 7, 6, 6993.0
1, 7, 7, 4565.0
1, 7, 8, 6563.0
1, 8, 0, 6.0
1, 8, 1, 517.0
1, 8, 2, 1122.0
1, 8, 3, 925.0
1, 8, 4, 1382.0
1, 8, 5, 1190.0
1, 8, 6, 1465.0
1, 8, 7, 6394.0
1, 8, 8, 6918.0
2, 0, 0, 87256.0
2, 0, 1, 0.0
2, 0, 2, 395.0
2, 0, 3, 404.0
2, 0, 4, 442.0
2, 0, 5, 0.0
2, 0, 6, 0.0
2, 0, 7, 0.0
2, 0, 8, 0.0
2, 1, 0, 0.0
2, 1, 1, 171654.0
2, 1, 2, 690.0
2, 1, 3, 622.0
2, 1, 4, 651.0
2, 1, 5, 0.0
2, 1, 6, 0.0
2, 1, 7, 0.0
2, 1, 8, 0.0
2, 2, 0, 708.0
2, 2, 1, 1197.0
2, 2, 2, 34268.0
2, 2, 3, 33184.0
2, 2, 4, 36857.0
2, 2, 5, 389.0
2, 2, 6, 322.0
2, 2, 7, 188.0
2, 2, 8, 140.0
2, 3, 0, 699.0
2, 3, 1, 1164.0
2, 3, 2, 33949.0
2, 3, 3, 33625.0
2, 3, 4, 37001.0
2, 3, 5, 421.0
2, 3, 6, 246.0
2, 3, 7, 110.0
2, 3, 8, 182.0
2, 4, 0, 675.0
2, 4, 1, 1088.0
2, 4, 2, 35461.0
2, 4, 3, 34228.0
2, 4, 4, 38055.0
