network,bin_infected,bin_source,count
1, 0, 4, 18104.0
1, 0, 5, 10006.0
1, 0, 6, 2297.0
1, 0, 7, 9.0
1, 0, 8, 42.0
1, 1, 0, 11543.0
1, 1, 1, 32538.0
1, 1, 2, 14310.0
1, 1, 3, 16688.0
1, 1, 4, 22337.0
1, 1, 5, 29816.0
1, 1, 6, 11890.0
1, 1, 7, 1525.0
1, 1, 8, 477.0
1, 2, 0, 20990.0
1, 2, 1, 22514.0
1, 2, 2, 36013.0
1, 2, 3, 36096.0
1, 2, 4, 17089.0
1, 2, 5, 14745.0
1, 2, 6, 15795.0
1, 2, 7, 5968.0
1, 2, 8, 1851.0
1, 3, 0, 16648.0
1, 3, 1, 24979.0
1, 3, 2, 35693.0
1, 3, 3, 28274.0
1, 3, 4, 25319.0
1, 3, 5, 7131.0
1, 3, 6, 4075.0
1, 3, 7, 4658.0
1, 3, 8, 1868.0
1, 4, 0, 17871.0
1, 4, 1, 33205.0
1, 4, 2, 16512.0
1, 4, 3, 25573.0
1, 4, 4, 27840.0
1, 4, 5, 31318.0
1, 4, 6, 8187.0
1, 4, 7, 3211.0
1, 4, 8, 2565.0
1, 5, 0, 10357.0
1, 5, 1, 45687.0
1, 5, 2, 14730.0
1, 5, 3, 7725.0
1, 5, 4, 33381.0
1, 5, 5, 26464.0
1, 5, 6, 20893.0
1, 5, 7, 4791.0
1, 5, 8, 2086.0
1, 6, 0, 2404.0
1, 6, 1, 19906.0
1, 6, 2, 16515.0
1, 6, 3, 4403.0
1, 6, 4, 8984.0
1, 6, 5, 20479.0
1, 6, 6, 13913.0
1, 6, 7, 11242.0
1, 6, 8, 3032.0
1, 7, 0, 21.0
1, 7, 1, 2595.0
1, 7, 2, 6712.0
1, 7, 3, 4832.0
1, 7, 4, 3367.0
1, 7, 5, 5138.0
1, 7, 6, 11619.0
1, 7, 7, 7480.0
1, 7, 8, 10939.0
1, 8, 0, 39.0
1, 8, 1, 837.0
1, 8, 2, 1874.0
1, 8, 3, 2007.0
1, 8, 4, 2524.0
1, 8, 5, 1974.0
1, 8, 6, 2797.0
1, 8, 7, 10961.0
1, 8, 8, 11736.0
2, 0, 0, 106946.0
2, 0, 1, 0.0
2, 0, 2, 1615.0
2, 0, 3, 1701.0
2, 0, 4, 1588.0
2, 0, 5, 0.0
2, 0, 6, 0.0
2, 0, 7, 0.0
2, 0, 8, 0.0
2, 1, 0, 0.0
2, 1, 1, 291029.0
2, 1, 2, 2685.0
2, 1, 3, 2624.0
2, 1, 4, 2824.0
2, 1, 5, 0.0
2, 1, 6, 0.0
2, 1, 7, 0.0
2, 1, 8, 0.0
2, 2, 0, 892.0
2, 2, 1, 1749.0
2, 2, 2, 61229.0
2, 2, 3, 60060.0
2, 2, 4, 64044.0
2, 2, 5, 714.0
2, 2, 6, 613.0
2, 2, 7, 283.0
2, 2, 8, 246.0
2, 3, 0, 845.0
2, 3, 1, 1634.0
2, 3, 2, 60052.0
2, 3, 3, 61261.0
2, 3, 4, 66067.0
2, 3, 5, 912.0
2, 3, 6, 545.0
2, 3, 7, 257.0
2, 3, 8, 313.0
2, 4, 0, 880.0
2, 4, 1, 1751.0
2, 4, 2, 62125.0
2, 4, 3, 62778.0
2, 4, 4, 66699.0
2, 4, 5, 852.0
2, 4, 6, 602.0
2, 4, 7, 340.0
2, 4, 8, 347.0
2, 5, 0, 0.0
2, 5, 1, 0.0
2, 5, 2, 987.0
2, 5, 3, 1093.0
2, 5, 4, 1191.0
2, 5, 5, 65819.0
2, 5, 6, 43176.0
2, 5, 7, 26834.0
2, 5, 8, 24580.0
2, 6, 0, 0.0
2, 6, 1, 0.0
2, 6, 2, 802.0
2, 6, 3, 826.0
2, 6, 4, 988.0
2, 6, 5, 49432.0
2, 6, 6, 33508.0
2, 6, 7, 20277.0
2, 6, 8, 17268.0
2, 7, 0, 0.0
2, 7, 1, 0.0
2, 7, 2, 501.0
2, 7, 3, 468.0
2, 7, 4, 498.0
2, 7, 5, 33026.0
2, 7, 6, 22411.0
2, 7, 7, 14026.0
2, 7, 8, 12178.0
2, 8, 0, 0.0
2, 8, 1, 0.0
2, 8, 2, 437.0
2, 8, 3, 499.0
2, 8, 4, 609.0
2, 8, 5, 32457.0
2, 8, 6, 20770.0
2, 8, 7, 13105.0
2, 8, 8, 11091.0
